"XDR_FIELD_NAME","XDR_DR_TYPE","XDR_FIELD_TYPE","XDR_DEFAULT_VALUE","XDR_FIELD_FORMAT","XDR_FIELD_INDEX"
STD_BASIC_CHARGE,dr_gprs,4,,,109
STD_TOLL_CHARGE,dr_gprs,4,,,110
STD_OTHER_CHARGE,dr_gprs,4,,,111
PROCESS_TIME,dr_gprs,5,,,112
ORIGINAL_FILE,dr_gprs,4,,,113
BACKUP_DATE,dr_gprs,4,,,114
USER_TYPE,dr_gprs,4,,,115
COLLECTION_ITEM,dr_gprs,4,,,116
REDO_FLAG,dr_gprs,4,,,117
RESERVE1,dr_gprs,4,,,118
RESERVE2,dr_gprs,4,,,119
RESERVE3,dr_gprs,4,,,120
RESERVE4,dr_gprs,4,,,121
MNS_TYPE,dr_gprs,4,,,122
USER_PROPERTY,dr_gprs,4,,,123
MONITOR_CDR,dr_gprs,4,,,124
STD_ERR_CODE,dr_gprs,4,,,125
IMEI,dr_gprs,4,,,126
CREATE_DATE,dr_gprs,5,,,127
ALL_PROMOTION_PRODS,dr_gprs,4,,,128
SERVICE_KEY,dr_gprs,4,,,129
USER_PROP_INFO,dr_gprs,4,,,130
USER_BILL_DAY,dr_gprs,1,,,131
CDR_QUERY_FLAG,dr_gprs,1,,,132
USER_GROUP_INFO,dr_gprs,4,,,133
SGSN_PLMN,dr_gprs,4,,,134
CHARGING_CHARACTERISTICS,dr_gprs,4,,,135
REC_SEQ_NO,dr_gprs,4,,,136
GGSN_ID,dr_gprs,4,,,137
LOCAL_REC_SEQ_NO,dr_gprs,4,,,138
CC_SELECTION_MODE,dr_gprs,4,,,139
FCI_TYPE,dr_gprs,4,,,140
VOLUME_5G,dr_gprs,4,,,141
NP_FLAG,dr_gprs,4,,,142
OPP_NP_FLAG ,dr_gprs,4,,,143
LATE_LINK,dr_gprs,4,,,144
INPUT_TIME,dr_gprs,5,,,145
ROW_ID,dr_gprs,4,,,146
TRADEMARK,dr_gsm,4,,,1
SERVICE_ID,dr_gsm,4,,,2
DR_TYPE,dr_gsm,4,,,3
BILL_MONTH,dr_gsm,4,,,4
VALID_RATE_PROD_ID,dr_gsm,4,,,5
RATE_PROD_ID,dr_gsm,4,,,6
PRODUCT_ID,dr_gsm,4,,,7
PROMOTION_PRODS,dr_gsm,4,,,8
PLAN_ID,dr_gsm,4,,,9
OPP_RATE_PROD_ID,dr_gsm,4,,,10
CUST_ID,dr_gsm,4,,,11
ACC_ID,dr_gsm,4,,,12
USER_ID,dr_gsm,4,,,13
IMSI,dr_gsm,4,,,14
USER_NUMBER,dr_gsm,4,,,15
BILL_INDICATE,dr_gsm,4,,,16
OPP_NUMBER,dr_gsm,4,,,17
OPP_USER_NUMBER,dr_gsm,4,,,18
A_NUMBER,dr_gsm,4,,,19
START_TIME,dr_gsm,5,,,20
DURATION,dr_gsm,4,,,21
RATING_RES,dr_gsm,4,,,22
CALL_TYPE,dr_gsm,4,,,23
ROAM_TYPE,dr_gsm,4,,,24
OPP_ACCESS_TYPE,dr_gsm,4,,,25
OPP_NUMBER_TYPE,dr_gsm,4,,,26
sp_rela_TYPE,dr_gsm,4,,,27
HPLMN1,dr_gsm,4,,,28
HPLMN2,dr_gsm,4,,,29
HPLMN3,dr_gsm,4,,,30
VPLMN1,dr_gsm,4,,,31
VPLMN2,dr_gsm,4,,,32
ROAM_NET_TYPE,dr_gsm,4,,,33
RATING_FLAG,dr_gsm,4,,,34
ITem_code1,dr_gsm,4,,,35
CHARGE1,dr_gsm,4,,,36
CHARGE1_DISC,dr_gsm,4,,,37
ITem_code2,dr_gsm,4,,,38
CHARGE2,dr_gsm,4,,,39
CHARGE2_DISC,dr_gsm,4,,,40
ITem_code3,dr_gsm,4,,,41
CHARGE3,dr_gsm,4,,,42
CHARGE3_DISC,dr_gsm,4,,,43
ITem_code4,dr_gsm,4,,,44
CHARGE4,dr_gsm,4,,,45
CHARGE4_DISC,dr_gsm,4,,,46
FREE_RES_VAL,dr_gsm,4,,,47
ADDUP_RES_VAL,dr_gsm,4,,,48
STD_unit,dr_gsm,4,,,49
TOLL_STD_unit,dr_gsm,4,,,50
ori_basic_charge,dr_gsm,4,,,51
ori_toll_charge,dr_gsm,4,,,52
ORI_OTHER_CHARGE,dr_gsm,4,,,53
STD_BASIC_CHARGE,dr_gsm,4,,,54
STD_TOLL_CHARGE,dr_gsm,4,,,55
STD_OTHER_CHARGE,dr_gsm,4,,,56
ADDUP_RES,dr_gsm,4,,,57
OPP_CONDITION_ID,dr_gsm,4,,,58
CONDITION_ID,dr_gsm,4,,,59
NETCALL_FLAG,dr_gsm,4,,,60
ESN,dr_gsm,4,,,61
SEQUENCE_NO,dr_gsm,4,,,62
MODIFICATION_IND,dr_gsm,4,,,63
OPP_ROAM_AREACODE,dr_gsm,4,,,64
OPP_HOME_AREACODE,dr_gsm,4,,,65
TOLL_TYPE,dr_gsm,4,,,66
TOLL_TYPE2,dr_gsm,4,,,67
MSRN,dr_gsm,4,,,68
MSC_ID,dr_gsm,4,,,69
SCP_ID,dr_gsm,4,,,70
LAC_ID,dr_gsm,4,,,71
CELL_ID,dr_gsm,4,,,72
SERVICE_TYPE,dr_gsm,4,,,73
SERVICE_CODE,dr_gsm,4,,,74
SERVICE_KEY,dr_gsm,4,,,75
STOP_CAUSE,dr_gsm,4,,,76
IN_TRUNKID,dr_gsm,4,,,77
OUT_TRUNKID,dr_gsm,4,,,78
GROUP_ID,dr_gsm,4,,,79
MOC_ID,dr_gsm,4,,,80
MTC_ID,dr_gsm,4,,,81
PROCESS_TIME,dr_gsm,5,,,82
BACKUP_DATE,dr_gsm,4,,,83
ORIGINAL_FILE,dr_gsm,4,,,84
USER_TYPE,dr_gsm,4,,,85
VPLMN3,dr_gsm,4,,,86
OPP_PLAN_ID,dr_gsm,4,,,87
COLLECTION_ITEM,dr_gsm,4,,,88
OPP_NOACCESS_NUMBER,dr_gsm,4,,,89
REDO_FLAG,dr_gsm,4,,,90
RESERVE1,dr_gsm,4,,,91
RESERVE2,dr_gsm,4,,,92
RESERVE3,dr_gsm,4,,,93
RESERVE4,dr_gsm,4,,,94
VIDEO_TYPE,dr_gsm,4,,,95
MNS_TYPE,dr_gsm,4,,,96
USER_PROPERTY,dr_gsm,4,,,97
OPP_PROPERTY,dr_gsm,4,,,98
CALL_REFNUM,dr_gsm,4,,,99
FCI_TYPE,dr_gsm,4,,,100
MONITOR_CDR,dr_gsm,4,,,101
STD_ERR_CODE,dr_gsm,4,,,102
CREATE_DATE,dr_gsm,5,,,103
ALL_PROMOTION_PRODS,dr_gsm,4,,,104
USER_PROP_INFO,dr_gsm,4,,,105
USER_BILL_DAY,dr_gsm,1,,,106
CDR_QUERY_FLAG,dr_gsm,1,,,107
USER_GROUP_INFO,dr_gsm,4,,,108
ANALYSE_FLAG,dr_gsm,4,,,109
HPLMN4,dr_gsm,4,,,110
OPP_RESOURSE_AREACODE,dr_gsm,4,,,111
NP_FLAG,dr_gsm,4,,,112
OPP_NP_FLAG,dr_gsm,4,,,113
LATE_LINK,dr_gsm,4,,,114
INPUT_TIME,dr_gsm,5,,,115
ROW_ID,dr_gsm,4,,,116
IMSI,dr_hu,4,,,1
USER_NUMBER,dr_hu,4,,,2
FILE_TYPE,dr_hu,4,,,3
SOURCE_TYPE,dr_hu,4,,,4
RECORD_TYPE,dr_hu,4,,,5
SENDER_CODE,dr_hu,4,,,6
SERVICE_TYPE,dr_hu,4,,,7
START_TIME,dr_hu,5,,,8
LAST_TIME,dr_hu,5,,,9
ACC_DURATION,dr_hu,4,,,10
ACC_NUMBER,dr_hu,4,,,11
ACC_VOLUME,dr_hu,4,,,12
ACC_FEE,dr_hu,4,,,13
LIMIT_FEE,dr_hu,4,,,14
HPLMN1,dr_hu,4,,,15
HPLMN2,dr_hu,4,,,16
ORIGINAL_FILE,dr_hu,4,,,17
USER_PROP_INFO,dr_hu,4,,,18
USER_BILL_DAY,dr_hu,1,,,19
CDR_QUERY_FLAG,dr_hu,1,,,20
USER_GROUP_INFO,dr_hu,4,,,21
LATE_LINK,dr_hu,4,,,22
INPUT_TIME,dr_hu,5,,,23
ROW_ID,dr_hu,4,,,24
XDR_SOCK_DR_TYPE,dr_in_gprs,4,,,1
SERVICE_ID,dr_in_gprs,2,,,2
USER_NUMBER,dr_in_gprs,4,,,3
START_TIME,dr_in_gprs,5,,,4
DURATION,dr_in_gprs,2,,,5
SESSION_ID,dr_in_gprs,4,,,6
FATHER_SESSION_ID,dr_in_gprs,4,,,7
NOTIFY_TYPE,dr_in_gprs,1,,,8
ERR_CODE,dr_in_gprs,4,,,9
IN_RELEASE_DEAL,dr_in_gprs,4,,,10
IN_BUDGET_RES,dr_in_gprs,4,,,11
RATING_MIDDLE_INFO,dr_in_gprs,4,,,12
FREERES_MIDDLE_INFO,dr_in_gprs,4,,,13
ADDUP_MIDDLE_INFO,dr_in_gprs,4,,,14
CREDIT_MIDDLE_INFO,dr_in_gprs,4,,,15
GGSN_ADDRESS,dr_in_gprs,4,,,16
SGSN_ADDRESS,dr_in_gprs,4,,,17
APN_NI,dr_in_gprs,4,,,18
DR_TYPE,dr_in_gprs,2,,,19
OCTETS1,dr_in_gprs,2,,,20
OCTETS2,dr_in_gprs,2,,,21
APP_TYPE,dr_in_gprs,1,,,22
TARIFF_CHANGE_TIME,dr_in_gprs,4,,,23
PROCESS_TYPE,dr_in_gprs,2,,,24
FATHER_PROCESS_TYPE,dr_in_gprs,2,,,25
COMMAND_CODE,dr_in_gprs,4,,,26
HOP_ID,dr_in_gprs,4,,,27
END_ID,dr_in_gprs,4,,,28
APP_ID,dr_in_gprs,4,,,29
CC_REQUEST_NUMBER,dr_in_gprs,4,,,30
ORIGIN_HOST,dr_in_gprs,4,,,31
ORIGIN_REALM,dr_in_gprs,4,,,32
AUTH_APPLICATION_ID,dr_in_gprs,4,,,33
SERVICE_CODE,dr_in_gprs,4,,,34
DISCOUNT,dr_in_gprs,2,,,35
PARTIAL_TYPE_INDICATOR,dr_in_gprs,4,,,36
MONITOR_CDR,dr_in_gprs,4,,,37
IMEI,dr_in_gprs,4,,,38
LAC_ID,dr_in_gprs,4,,,39
CELL_ID,dr_in_gprs,4,,,40
CHARGING_ID,dr_in_gprs,4,,,41
DATA_FLOW_UP1,dr_in_gprs,2,,,42
DATA_FLOW_DOWN1,dr_in_gprs,2,,,43
MNS_TYPE,dr_in_gprs,1,,,44
DURATION_CALA,dr_in_gprs,2,,,45
DATA_FLOW_UP2,dr_in_gprs,2,,,46
DATA_FLOW_DOWN2,dr_in_gprs,2,,,47
ADDUP_INFO,dr_in_gprs,2,,,48
ADDUP_DIS_INFO,dr_in_gprs,2,,,49
PARTIAL_NUM,dr_in_gprs,1,,,50
CHARGING_CHARACTERISTICS,dr_in_gprs,4,,,51
SGSN_PLMN,dr_in_gprs,4,,,52
PDP_TYPE,dr_in_gprs,4,,,53
PDP_ADDRESS,dr_in_gprs,4,,,54
IMSI,dr_in_gprs,4,,,55
CC_SELECTION_MODE,dr_in_gprs,4,,,56
TIMEOUT_FLAG,dr_in_gprs,2,,,57
VT,dr_in_gprs,2,,,58
VQT,dr_in_gprs,2,,,59
TQT,dr_in_gprs,2,,,60
FREE_RES_UPGRADE,dr_in_gprs,4,,,61
RATING_TIME_CHANGE,dr_in_gprs,1,,,62
QHT,dr_in_gprs,2,,,63
QCT,dr_in_gprs,2,,,64
FUI,dr_in_gprs,2,,,65
CREATE_ASK_FLAG,dr_in_gprs,1,,,66
SOCK_FD,dr_in_gprs,1,,,67
SOCKET_SERVER_POINT,dr_in_gprs,2,,,68
SOCKET_SERVER_TYPE,dr_in_gprs,2,,,69
COMERR_CODE,dr_in_gprs,1,,,70
NP_FLAG,dr_in_gprs,4,,,71
XDR_SOCK_DR_TYPE,dr_in_gprs_old,4,,,1
SERVICE_ID,dr_in_gprs_old,2,,,2
USER_NUMBER,dr_in_gprs_old,4,,,3
START_TIME,dr_in_gprs_old,5,,,4
DURATION,dr_in_gprs_old,2,,,5
SESSION_ID,dr_in_gprs_old,4,,,6
FATHER_SESSION_ID,dr_in_gprs_old,4,,,7
NOTIFY_TYPE,dr_in_gprs_old,1,,,8
ERR_CODE,dr_in_gprs_old,4,,,9
IN_RELEASE_DEAL,dr_in_gprs_old,1,,,10
IN_BUDGET_RES,dr_in_gprs_old,1,,,11
RATING_MIDDLE_INFO,dr_in_gprs_old,4,,,12
FREERES_MIDDLE_INFO,dr_in_gprs_old,4,,,13
ADDUP_MIDDLE_INFO,dr_in_gprs_old,4,,,14
CREDIT_MIDDLE_INFO,dr_in_gprs_old,4,,,15
GGSN_ADDRESS,dr_in_gprs_old,4,,,16
SGSN_ADDRESS,dr_in_gprs_old,4,,,17
APN_NI,dr_in_gprs_old,4,,,18
DR_TYPE,dr_in_gprs_old,2,,,19
OCTETS1,dr_in_gprs_old,2,,,20
OCTETS2,dr_in_gprs_old,2,,,21
APP_TYPE,dr_in_gprs_old,1,,,22
TARIFF_CHANGE_TIME,dr_in_gprs_old,4,,,23
PROCESS_TYPE,dr_in_gprs_old,2,,,24
FATHER_PROCESS_TYPE,dr_in_gprs_old,2,,,25
COMMAND_CODE,dr_in_gprs_old,1,,,26
HOP_ID,dr_in_gprs_old,4,,,27
END_ID,dr_in_gprs_old,4,,,28
APP_ID,dr_in_gprs_old,4,,,29
CC_REQUEST_NUMBER,dr_in_gprs_old,4,,,30
ORIGIN_HOST,dr_in_gprs_old,4,,,31
ORIGIN_REALM,dr_in_gprs_old,4,,,32
AUTH_APPLICATION_ID,dr_in_gprs_old,4,,,33
SERVICE_CODE,dr_in_gprs_old,4,,,34
DISCOUNT,dr_in_gprs_old,2,,,35
PARTIAL_TYPE_INDICATOR,dr_in_gprs_old,4,,,36
MONITOR_CDR,dr_in_gprs_old,4,,,37
IMEI,dr_in_gprs_old,4,,,38
LAC_ID,dr_in_gprs_old,4,,,39
CELL_ID,dr_in_gprs_old,4,,,40
CHARGING_ID,dr_in_gprs_old,4,,,41
DATA_FLOW_UP1,dr_in_gprs_old,2,,,42
DATA_FLOW_DOWN1,dr_in_gprs_old,2,,,43
MNS_TYPE,dr_in_gprs_old,1,,,44
DURATION_CALA,dr_in_gprs_old,2,,,45
DATA_FLOW_UP2,dr_in_gprs_old,2,,,46
DATA_FLOW_DOWN2,dr_in_gprs_old,2,,,47
ADDUP_INFO,dr_in_gprs_old,2,,,48
ADDUP_DIS_INFO,dr_in_gprs_old,2,,,49
PARTIAL_NUM,dr_in_gprs_old,1,,,50
CHARGING_CHARACTERISTICS,dr_in_gprs_old,4,,,51
SGSN_PLMN,dr_in_gprs_old,4,,,52
PDP_TYPE,dr_in_gprs_old,4,,,53
PDP_ADDRESS,dr_in_gprs_old,4,,,54
IMSI,dr_in_gprs_old,4,,,55
CC_SELECTION_MODE,dr_in_gprs_old,4,,,56
TIMEOUT_FLAG,dr_in_gprs_old,2,,,57
VT,dr_in_gprs_old,2,,,58
VQT,dr_in_gprs_old,2,,,59
TQT,dr_in_gprs_old,2,,,60
FREE_RES_UPGRADE,dr_in_gprs_old,4,,,61
RATING_TIME_CHANGE,dr_in_gprs_old,1,,,62
TRADEMARK,dr_ip,4,,,1
DR_TYPE,dr_ip,4,,,2
SERVICE_ID,dr_ip,4,,,3
BILL_MONTH,dr_ip,4,,,4
VALID_RATE_PROD_ID,dr_ip,4,,,5
RATE_PROD_ID,dr_ip,4,,,6
PRODUCT_ID,dr_ip,4,,,7
PROMOTION_PRODS,dr_ip,4,,,8
PLAN_ID,dr_ip,4,,,9
CUST_ID,dr_ip,4,,,10
ACC_ID,dr_ip,4,,,11
USER_ID,dr_ip,4,,,12
CONDITION_ID,dr_ip,4,,,13
IMSI,dr_ip,4,,,14
HPLMN1,dr_ip,4,,,15
HPLMN2,dr_ip,4,,,16
HPLMN3,dr_ip,4,,,17
VPLMN1,dr_ip,4,,,18
VPLMN2,dr_ip,4,,,19
START_TIME,dr_ip,5,,,20
RATING_RES,dr_ip,4,,,21
RATING_FLAG,dr_ip,4,,,22
ITEM_CODE1,dr_ip,4,,,23
CHARGE1,dr_ip,4,,,24
CHARGE1_DISC,dr_ip,4,,,25
ITEM_CODE2,dr_ip,4,,,26
CHARGE2,dr_ip,4,,,27
CHARGE2_DISC,dr_ip,4,,,28
ITEM_CODE3,dr_ip,4,,,29
CHARGE3,dr_ip,4,,,30
CHARGE3_DISC,dr_ip,4,,,31
ITEM_CODE4,dr_ip,4,,,32
CHARGE4,dr_ip,4,,,33
CHARGE4_DISC,dr_ip,4,,,34
FREE_RES_VAL,dr_ip,4,,,35
ADDUP_RES_VAL,dr_ip,4,,,36
DURATION,dr_ip,4,,,37
CALL_TYPE,dr_ip,4,,,38
USER_NUMBER,dr_ip,4,,,39
OPP_NUMBER,dr_ip,4,,,40
OPP_TYPE,dr_ip,4,,,41
OPP_AREACODE,dr_ip,4,,,42
BILL_INDICATE,dr_ip,4,,,43
NETCALL_FLAG,dr_ip,4,,,44
SERVICE_KEY,dr_ip,4,,,45
MSRN,dr_ip,4,,,46
MSC_ID,dr_ip,4,,,47
SCP_ID,dr_ip,4,,,48
SERVICE_TYPE,dr_ip,4,,,49
SERVICE_CODE,dr_ip,4,,,50
OPP_HPLMN,dr_ip,4,,,51
MOC_ID,dr_ip,4,,,52
MTC_ID,dr_ip,4,,,53
GROUP_ID,dr_ip,4,,,54
ROAM_TYPE,dr_ip,4,,,55
TOLL_TYPE,dr_ip,4,,,56
ORI_BASIC_CHARGE,dr_ip,4,,,57
ORI_TOLL_CHARGE,dr_ip,4,,,58
ORI_OTHER_CHARGE,dr_ip,4,,,59
STD_BASIC_CHARGE,dr_ip,4,,,60
STD_TOLL_CHARGE,dr_ip,4,,,61
STD_OTHER_CHARGE,dr_ip,4,,,62
PROCESS_TIME,dr_ip,5,,,63
ORIGINAL_FILE,dr_ip,4,,,64
BACKUP_DATE,dr_ip,4,,,65
COLLECTION_ITEM,dr_ip,4,,,66
REDO_FLAG,dr_ip,4,,,67
RESERVE1,dr_ip,4,,,68
RESERVE2,dr_ip,4,,,69
RESERVE3,dr_ip,4,,,70
RESERVE4,dr_ip,4,,,71
USER_PROPERTY,dr_ip,4,,,72
MONITOR_CDR,dr_ip,4,,,73
STD_ERR_CODE,dr_ip,4,,,74
CREATE_DATE,dr_ip,5,,,75
ALL_PROMOTION_PRODS,dr_ip,4,,,76
USER_PROP_INFO,dr_ip,4,,,77
USER_BILL_DAY,dr_ip,1,,,78
CDR_QUERY_FLAG,dr_ip,1,,,79
USER_GROUP_INFO,dr_ip,4,,,80
NP_FLAG,dr_ip,4,,,81
OPP_NP_FLAG,dr_ip,4,,,82
LATE_LINK,dr_ip,4,,,83
INPUT_TIME,dr_ip,5,,,84
ROW_ID,dr_ip,4,,,85
TRADEMARK,dr_ismg,4,,,1
DR_TYPE,dr_ismg,4,,,2
SERVICE_ID,dr_ismg,4,,,3
BILL_MONTH,dr_ismg,4,,,4
VALID_RATE_PROD_ID,dr_ismg,4,,,5
RATE_PROD_ID,dr_ismg,4,,,6
PRODUCT_ID,dr_ismg,4,,,7
PROMOTION_PRODS,dr_ismg,4,,,8
PLAN_ID,dr_ismg,4,,,9
CUST_ID,dr_ismg,4,,,10
ACC_ID,dr_ismg,4,,,11
USER_ID,dr_ismg,4,,,12
CONDITION_ID,dr_ismg,4,,,13
IMSI,dr_ismg,4,,,14
USER_NUMBER,dr_ismg,4,,,15
HPLMN1,dr_ismg,4,,,16
HPLMN2,dr_ismg,4,,,17
HPLMN3,dr_ismg,4,,,18
VPLMN1,dr_ismg,4,,,19
VPLMN2,dr_ismg,4,,,20
START_TIME,dr_ismg,5,,,21
STOP_TIME,dr_ismg,5,,,22
RATING_RES,dr_ismg,4,,,23
RATING_FLAG,dr_ismg,4,,,24
ITEM_CODE1,dr_ismg,4,,,25
CHARGE1,dr_ismg,4,,,26
CHARGE1_DISC,dr_ismg,4,,,27
ITEM_CODE2,dr_ismg,4,,,28
CHARGE2,dr_ismg,4,,,29
CHARGE2_DISC,dr_ismg,4,,,30
ITEM_CODE3,dr_ismg,4,,,31
CHARGE3,dr_ismg,4,,,32
CHARGE3_DISC,dr_ismg,4,,,33
ITEM_CODE4,dr_ismg,4,,,34
CHARGE4,dr_ismg,4,,,35
CHARGE4_DISC,dr_ismg,4,,,36
FREE_RES_VAL,dr_ismg,4,,,37
ADDUP_RES_VAL,dr_ismg,4,,,38
SEQUENCE_NO,dr_ismg,4,,,39
RECORD_TYPE,dr_ismg,4,,,40
OPP_NUMBER,dr_ismg,4,,,41
OPP_TYPE,dr_ismg,4,,,42
ROAM_TYPE,dr_ismg,4,,,43
SOURCE_TYPE,dr_ismg,4,,,44
SP_CODE,dr_ismg,4,,,45
SERVICE_CODE,dr_ismg,4,,,46
OPERATOR_CODE,dr_ismg,4,,,47
BILL_FLAG,dr_ismg,4,,,48
SEND_STATE,dr_ismg,4,,,49
SEND_PRIORITY,dr_ismg,4,,,50
MESSAGE_LENGTH,dr_ismg,4,,,51
ISMG_ID,dr_ismg,4,,,52
FORWARD_ISMG_ID,dr_ismg,4,,,53
SMSC_ID,dr_ismg,4,,,54
ORI_BASIC_CHARGE,dr_ismg,4,,,55
ORI_TOLL_CHARGE,dr_ismg,4,,,56
ORI_OTHER_CHARGE,dr_ismg,4,,,57
STD_BASIC_CHARGE,dr_ismg,4,,,58
STD_TOLL_CHARGE,dr_ismg,4,,,59
STD_OTHER_CHARGE,dr_ismg,4,,,60
PROCESS_TIME,dr_ismg,5,,,61
ORIGINAL_FILE,dr_ismg,4,,,62
USER_TYPE,dr_ismg,4,,,63
BACKUP_DATE,dr_ismg,4,,,64
COLLECTION_ITEM,dr_ismg,4,,,65
REDO_FLAG,dr_ismg,4,,,66
RESERVE1,dr_ismg,4,,,67
RESERVE2,dr_ismg,4,,,68
RESERVE3,dr_ismg,4,,,69
RESERVE4,dr_ismg,4,,,70
USER_PROPERTY,dr_ismg,4,,,71
MONITOR_CDR,dr_ismg,4,,,72
STD_ERR_CODE,dr_ismg,4,,,73
CREATE_DATE,dr_ismg,5,,,74
ALL_PROMOTION_PRODS,dr_ismg,4,,,75
SERVICE_KEY,dr_ismg,4,,,76
USER_PROP_INFO,dr_ismg,4,,,77
USER_BILL_DAY,dr_ismg,1,,,78
CDR_QUERY_FLAG,dr_ismg,1,,,79
USER_GROUP_INFO,dr_ismg,4,,,80
MCAS_FLAG,dr_ismg,1,,,81
MCAS_BACKUP_DATE,dr_ismg,4,,,82
RECLAIM_FLAG,dr_ismg,1,,,83
CDR_DEAL_FLAG,dr_ismg,1,,,84
CALL_REFNUM,dr_ismg,1,,,85
PARTIAL_ID,dr_ismg,1,,,86
PARTIAL_TOTAL,dr_ismg,1,,,87
MSG_SRC_TYPE,dr_ismg,4,,,88
NP_FLAG,dr_ismg,4,,,89
OPP_NP_FLAG,dr_ismg,4,,,90
LATE_LINK,dr_ismg,4,,,91
INPUT_TIME,dr_ismg,5,,,92
ROW_ID,dr_ismg,4,,,93
TRADEMARK,dr_kj,4,,,1
DR_TYPE,dr_kj,4,,,2
SERVICE_ID,dr_kj,4,,,3
BILL_MONTH,dr_kj,4,,,4
VALID_RATE_PROD_ID,dr_kj,4,,,5
RATE_PROD_ID,dr_kj,4,,,6
PRODUCT_ID,dr_kj,4,,,7
PROMOTION_PRODS,dr_kj,4,,,8
PLAN_ID,dr_kj,4,,,9
CUST_ID,dr_kj,4,,,10
ACC_ID,dr_kj,4,,,11
USER_ID,dr_kj,4,,,12
CONDITION_ID,dr_kj,4,,,13
IMSI,dr_kj,4,,,14
HPLMN1,dr_kj,4,,,15
HPLMN2,dr_kj,4,,,16
HPLMN3,dr_kj,4,,,17
VPLMN1,dr_kj,4,,,18
VPLMN2,dr_kj,4,,,19
RATING_RES,dr_kj,4,,,20
RATING_FLAG,dr_kj,4,,,21
ITEM_CODE1,dr_kj,4,,,22
CHARGE1,dr_kj,4,,,23
CHARGE1_DISC,dr_kj,4,,,24
ITEM_CODE2,dr_kj,4,,,25
CHARGE2,dr_kj,4,,,26
CHARGE2_DISC,dr_kj,4,,,27
ITEM_CODE3,dr_kj,4,,,28
CHARGE3,dr_kj,4,,,29
CHARGE3_DISC,dr_kj,4,,,30
ITEM_CODE4,dr_kj,4,,,31
CHARGE4,dr_kj,4,,,32
CHARGE4_DISC,dr_kj,4,,,33
FREE_RES_VAL,dr_kj,4,,,34
ADDUP_RES_VAL,dr_kj,4,,,35
START_TIME,dr_kj,5,,,36
STOP_TIME,dr_kj,5,,,37
USER_NUMBER,dr_kj,4,,,38
DEV_CODE,dr_kj,4,,,39
APP_TYPE,dr_kj,4,,,40
SRC_TYPE,dr_kj,4,,,41
OPER_CODE,dr_kj,4,,,42
SP_CODE,dr_kj,4,,,43
SEQUENCE_NO,dr_kj,4,,,44
ROAM_TYPE,dr_kj,4,,,45
DISCOUNT,dr_kj,4,,,46
DNLOAD_DURATION,dr_kj,4,,,47
VALID_TIMES,dr_kj,4,,,48
ONLINE_DURATION,dr_kj,4,,,49
DATA_SIZE,dr_kj,4,,,50
PRIORITY,dr_kj,4,,,51
CDR_STATE,dr_kj,4,,,52
CARRY_TYPE,dr_kj,4,,,53
CHARGE_TYPE,dr_kj,4,,,54
SERVICE_KEY,dr_kj,4,,,55
OPP_NUMBER,dr_kj,4,,,56
OPP_TYPE,dr_kj,4,,,57
ORI_BASIC_CHARGE,dr_kj,4,,,58
ORI_TOLL_CHARGE,dr_kj,4,,,59
ORI_OTHER_CHARGE,dr_kj,4,,,60
STD_BASIC_CHARGE,dr_kj,4,,,61
STD_TOLL_CHARGE,dr_kj,4,,,62
STD_OTHER_CHARGE,dr_kj,4,,,63
PROCESS_TIME,dr_kj,5,,,64
ORIGINAL_FILE,dr_kj,4,,,65
BACKUP_DATE,dr_kj,4,,,66
COLLECTION_ITEM,dr_kj,4,,,67
REDO_FLAG,dr_kj,4,,,68
RESERVE1,dr_kj,4,,,69
RESERVE2,dr_kj,4,,,70
RESERVE3,dr_kj,4,,,71
RESERVE4,dr_kj,4,,,72
USER_PROPERTY,dr_kj,4,,,73
MONITOR_CDR,dr_kj,4,,,74
STD_ERR_CODE,dr_kj,4,,,75
CREATE_DATE,dr_kj,5,,,76
ALL_PROMOTION_PRODS,dr_kj,4,,,77
USER_PROP_INFO,dr_kj,4,,,78
USER_BILL_DAY,dr_kj,1,,,79
CDR_QUERY_FLAG,dr_kj,1,,,80
USER_GROUP_INFO,dr_kj,4,,,81
MCAS_FLAG,dr_kj,1,,,82
MCAS_BACKUP_DATE,dr_kj,4,,,83
RECLAIM_FLAG,dr_kj,1,,,84
CDR_DEAL_FLAG,dr_kj,1,,,85
NP_FLAG,dr_kj,4,,,86
OPP_NP_FLAG,dr_kj,4,,,87
LATE_LINK,dr_kj,4,,,88
INPUT_TIME,dr_kj,5,,,89
ROW_ID,dr_kj,4,,,90
TRADEMARK,dr_mms,4,,,1
DR_TYPE,dr_mms,4,,,2
SERVICE_ID,dr_mms,4,,,3
BILL_MONTH,dr_mms,4,,,4
VALID_RATE_PROD_ID,dr_mms,4,,,5
RATE_PROD_ID,dr_mms,4,,,6
PRODUCT_ID,dr_mms,4,,,7
PROMOTION_PRODS,dr_mms,4,,,8
PLAN_ID,dr_mms,4,,,9
CUST_ID,dr_mms,4,,,10
ACC_ID,dr_mms,4,,,11
USER_ID,dr_mms,4,,,12
IMSI,dr_mms,4,,,13
USER_NUMBER,dr_mms,4,,,14
CONDITION_ID,dr_mms,4,,,15
HPLMN1,dr_mms,4,,,16
HPLMN2,dr_mms,4,,,17
HPLMN3,dr_mms,4,,,18
VPLMN1,dr_mms,4,,,19
VPLMN2,dr_mms,4,,,20
START_TIME,dr_mms,5,,,21
