XDR_FIELD_NAME,XDR_DR_TYPE,XDR_FIELD_TYPE,XDR_FIELD_INDEX
CHARGE3_DISC,dr_ext,4,30
CHARGE3_DISC,dr_ggprs,4,36
CHARGE3_DISC,dr_gprs,4,34
CHARGE3_DISC,dr_gsm,4,43
CHARGE3_DISC,dr_ip,4,31
CHARGE3_DISC,dr_ismg,4,33
CHARGE3_DISC,dr_kj,4,30
CHARGE3_DISC,dr_mms,4,32
CHARGE3_DISC,dr_pbx,4,43
CHARGE3_DISC,dr_sms,4,31
CHARGE3_DISC,dr_wap,4,32
CHARGE3_DISC,dr_wlan,4,32
CHARGE4,dr_addvalue,4,46
CHARGE4,dr_cbs,4,48
CHARGE4,dr_ext,4,32
CHARGE4,dr_ggprs,4,38
CHARGE4,dr_gprs,4,36
CHARGE4,dr_gsm,4,45
CHARGE4,dr_ip,4,33
CHARGE4,dr_ismg,4,35
CHARGE4,dr_kj,4,32
CHARGE4,dr_mms,4,34
CHARGE4,dr_pbx,4,45
CHARGE4,dr_sms,4,33
CHARGE4,dr_wap,4,34
CHARGE4,dr_wlan,4,34
CHARGE4_DISC,dr_addvalue,4,47
CHARGE4_DISC,dr_cbs,4,49
CHARGE4_DISC,dr_ext,4,33
CHARGE4_DISC,dr_ggprs,4,39
CHARGE4_DISC,dr_gprs,4,37
CHARGE4_DISC,dr_gsm,4,46
CHARGE4_DISC,dr_ip,4,34
CHARGE4_DISC,dr_ismg,4,36
CHARGE4_DISC,dr_kj,4,33
CHARGE4_DISC,dr_mms,4,35
CHARGE4_DISC,dr_pbx,4,46
CHARGE4_DISC,dr_sms,4,34
CHARGE4_DISC,dr_wap,4,35
CHARGE4_DISC,dr_wlan,4,35
CHARGE_TYPE,dr_cbs,4,66
CHARGE_TYPE,dr_kj,4,54
CHARGE_TYPE,dr_mms,4,46
CHARGE_TYPE,dr_wap,4,52
CHARGING_CHARACTERISTICS,dr_ggprs,4,58
CHARGING_CHARACTERISTICS,dr_gprs,4,135
CHARGING_CHARACTERISTICS,dr_in_gprs,4,51
CHARGING_CHARACTERISTICS,dr_in_gprs_old,4,51
CHARGING_ID,dr_ggprs,4,50
CHARGING_ID,dr_gprs,4,48
CHARGING_ID,dr_in_gprs,4,41
CHARGING_ID,dr_in_gprs_old,4,41
COLLECTION_ITEM,dr_addvalue,4,95
COLLECTION_ITEM,dr_gprs,4,116
COLLECTION_ITEM,dr_gsm,4,88
COLLECTION_ITEM,dr_ip,4,66
COLLECTION_ITEM,dr_ismg,4,65
COLLECTION_ITEM,dr_kj,4,67
COLLECTION_ITEM,dr_mms,4,79
COLLECTION_ITEM,dr_pbx,4,88
COLLECTION_ITEM,dr_sms,4,77
COLLECTION_ITEM,dr_wap,4,63
COLLECTION_ITEM,dr_wlan,4,63
COMBINE_RESULT,dr_ggprs,4,57
COMBINE_RESULT,dr_gprs,4,55
COMERR_CODE,dr_in_gprs,1,70
COMMAND_CODE,dr_in_gprs,4,26
COMMAND_CODE,dr_in_gprs_old,1,26
COMMAND_CODE,dr_scp,4,32
CONDITION_ID,dr_addvalue,4,60
CONDITION_ID,dr_cbs,4,59
CONDITION_ID,dr_ggprs,4,13
CONDITION_ID,dr_gprs,4,13
CONDITION_ID,dr_gsm,4,59
CONDITION_ID,dr_ip,4,13
CONDITION_ID,dr_ismg,4,13
CONDITION_ID,dr_kj,4,13
CONDITION_ID,dr_mms,4,15
CONDITION_ID,dr_pbx,4,59
CONDITION_ID,dr_sms,4,13
CONDITION_ID,dr_wap,4,13
CONDITION_ID,dr_wlan,4,13
CONTENT_CODE,dr_cbs,4,85
CONTENT_SIZE,dr_cbs,4,89
CONTENT_SW,dr_mms,4,65
CONTENT_TYPE,dr_mms,4,59
CP_CODE,dr_cbs,4,83
CREATE_ASK_FLAG,dr_in_gprs,1,66
CREATE_DATE,dr_addvalue,5,107
CREATE_DATE,dr_cbs,5,96
CREATE_DATE,dr_ext,5,51
CREATE_DATE,dr_ggprs,5,134
CREATE_DATE,dr_gprs,5,127
CREATE_DATE,dr_gsm,5,103
CREATE_DATE,dr_ip,5,75
CREATE_DATE,dr_ismg,5,74
CREATE_DATE,dr_kj,5,76
CREATE_DATE,dr_mms,5,88
CREATE_DATE,dr_pbx,5,103
CREATE_DATE,dr_sms,5,87
CREATE_DATE,dr_vc,5,29
CREATE_DATE,dr_wap,5,72
CREATE_DATE,dr_wlan,5,72
CREDIT_MIDDLE_INFO,dr_in_gprs,4,15
CREDIT_MIDDLE_INFO,dr_in_gprs_old,4,15
CREDIT_MIDDLE_INFO,dr_scp,4,30
CREDIT_MIDDLE_INFO,dr_scp_old,4,30
CUST_ID,dr_addvalue,4,11
CUST_ID,dr_cbs,4,10
CUST_ID,dr_ext,4,9
CUST_ID,dr_ggprs,4,10
CUST_ID,dr_gprs,4,10
CUST_ID,dr_gsm,4,11
CUST_ID,dr_ip,4,10
CUST_ID,dr_ismg,4,10
CUST_ID,dr_kj,4,10
CUST_ID,dr_mms,4,10
CUST_ID,dr_pbx,4,11
CUST_ID,dr_sms,4,10
CUST_ID,dr_wap,4,10
CUST_ID,dr_wlan,4,10
DATA_FLOW_DOWN1,dr_ggprs,4,91
DATA_FLOW_DOWN1,dr_gprs,4,73
DATA_FLOW_DOWN1,dr_in_gprs,2,43
DATA_FLOW_DOWN1,dr_in_gprs_old,2,43
DATA_FLOW_DOWN2,dr_ggprs,4,107
DATA_FLOW_DOWN2,dr_gprs,4,88
DATA_FLOW_DOWN2,dr_in_gprs,2,47
DATA_FLOW_DOWN2,dr_in_gprs_old,2,47
DATA_FLOW_DOWN3,dr_gprs,4,103
DATA_FLOW_UP1,dr_ggprs,4,90
DATA_FLOW_UP1,dr_gprs,4,72
DATA_FLOW_UP1,dr_in_gprs,2,42
DATA_FLOW_UP1,dr_in_gprs_old,2,42
DATA_FLOW_UP2,dr_ggprs,4,106
DATA_FLOW_UP2,dr_gprs,4,87
DATA_FLOW_UP2,dr_in_gprs,2,46
DATA_FLOW_UP2,dr_in_gprs_old,2,46
DATA_FLOW_UP3,dr_gprs,4,102
DATA_SIZE,dr_kj,4,50
DATA_VOLUMN,dr_domestic,1,5
DCS,dr_sms,4,58
DEAL_DATETIME,dr_ggprs,5,62
DEDUCTION_FLAG,dr_sms,4,55
DELV_SERVER_CODE,dr_cbs,4,87
DEV_CODE,dr_kj,4,39
DISCOUNT,dr_in_gprs,2,35
DISCOUNT,dr_in_gprs_old,2,35
DISCOUNT,dr_kj,4,46
DISCOUNT,dr_wap,4,48
DNLOAD_DURATION,dr_kj,4,47
DN_VOLUME1,dr_cbs,4,24
DN_VOLUME2,dr_cbs,4,25
DOWNVOLUME,dr_gprs,4,58
DOWN_VOLUME,dr_ggprs,4,75
DOWN_VOLUME,dr_wlan,4,44
DR_TYPE,dr_addvalue,4,3
DR_TYPE,dr_cbs,4,3
DR_TYPE,dr_ext,4,2
DR_TYPE,dr_ggprs,4,2
DR_TYPE,dr_gprs,4,2
DR_TYPE,dr_gsm,4,3
DR_TYPE,dr_in_gprs,2,19
DR_TYPE,dr_in_gprs_old,2,19
DR_TYPE,dr_ip,4,2
DR_TYPE,dr_ismg,4,2
DR_TYPE,dr_kj,4,2
DR_TYPE,dr_mms,4,2
DR_TYPE,dr_pbx,4,3
DR_TYPE,dr_scp,4,3
DR_TYPE,dr_scp_old,4,3
DR_TYPE,dr_sms,4,2
DR_TYPE,dr_vc,4,2
DR_TYPE,dr_wap,4,2
DR_TYPE,dr_wlan,4,2
DURATION,dr_addvalue,4,22
DURATION,dr_cbs,4,20
DURATION,dr_ext,4,20
DURATION,dr_ggprs,4,24
DURATION,dr_gprs,4,23
DURATION,dr_gsm,4,21
DURATION,dr_in_gprs,2,5
DURATION,dr_in_gprs_old,2,5
DURATION,dr_ip,4,37
DURATION,dr_pbx,4,21
DURATION,dr_scp,4,8
DURATION,dr_scp_old,4,8
DURATION,dr_wlan,4,42
DURATION1,dr_ggprs,4,93
DURATION1,dr_gprs,4,75
DURATION2,dr_ggprs,4,109
DURATION2,dr_gprs,4,90
DURATION3,dr_gprs,4,105
DURATION_CALA,dr_in_gprs,2,45
DURATION_CALA,dr_in_gprs_old,2,45
END_DATE,dr_ext,5,60
END_ID,dr_in_gprs,4,28
END_ID,dr_in_gprs_old,4,28
ERROR_CODE,dr_sms,4,59
ERR_CODE,dr_in_gprs,4,9
ERR_CODE,dr_in_gprs_old,4,9
ERR_CODE,dr_scp,4,20
ERR_CODE,dr_scp_old,4,20
ESN,dr_addvalue,4,62
ESN,dr_gsm,4,61
ESN,dr_pbx,4,61
FATHER_PROCESS_TYPE,dr_in_gprs,2,25
FATHER_PROCESS_TYPE,dr_in_gprs_old,2,25
FATHER_SESSION_ID,dr_in_gprs,4,7
FATHER_SESSION_ID,dr_in_gprs_old,4,7
FCI_TYPE,dr_ggprs,4,140
FCI_TYPE,dr_gprs,4,140
FCI_TYPE,dr_gsm,4,100
FCI_TYPE,dr_pbx,4,100
FILE_TYPE,dr_hu,4,3
FINAL_STATE,dr_sms,4,44
FIRSTCDR_START_TIME,dr_addvalue,5,115
FORWARD_ISMG_ID,dr_ismg,4,53
FREERES_MIDDLE_INFO,dr_in_gprs,4,13
FREERES_MIDDLE_INFO,dr_in_gprs_old,4,13
FREERES_MIDDLE_INFO,dr_scp,4,28
FREERES_MIDDLE_INFO,dr_scp_old,4,28
FREE_RES_UPGRADE,dr_ggprs,4,141
FREE_RES_UPGRADE,dr_in_gprs,4,61
FREE_RES_UPGRADE,dr_in_gprs_old,4,61
FREE_RES_VAL,dr_addvalue,4,48
FREE_RES_VAL,dr_cbs,4,50
FREE_RES_VAL,dr_ggprs,4,40
FREE_RES_VAL,dr_gprs,4,38
FREE_RES_VAL,dr_gsm,4,47
FREE_RES_VAL,dr_ip,4,35
FREE_RES_VAL,dr_ismg,4,37
FREE_RES_VAL,dr_kj,4,34
FREE_RES_VAL,dr_mms,4,36
FREE_RES_VAL,dr_pbx,4,47
FREE_RES_VAL,dr_sms,4,35
FREE_RES_VAL,dr_wap,4,36
FREE_RES_VAL,dr_wlan,4,36
FUI,dr_in_gprs,2,65
GATEWAY,dr_sms,4,64
GATEWAY_ID,dr_wap,4,42
GGSN_ADDRESS,dr_ggprs,4,51
GGSN_ADDRESS,dr_gprs,4,49
GGSN_ADDRESS,dr_in_gprs,4,16
GGSN_ADDRESS,dr_in_gprs_old,4,16
GGSN_ID,dr_ggprs,4,66
GGSN_ID,dr_gprs,4,137
GGSN_ID,dr_wlan,4,87
GROUP_ID,dr_addvalue,4,83
GROUP_ID,dr_gsm,4,79
GROUP_ID,dr_ip,4,54
GROUP_ID,dr_pbx,4,79
HOME_CARRIER,dr_wlan,4,48
HOP_ID,dr_in_gprs,4,27
HOP_ID,dr_in_gprs_old,4,27
HOSTSPOT_ID,dr_wlan,4,45
HPLMN1,dr_addvalue,4,29
HPLMN1,dr_cbs,4,31
HPLMN1,dr_ext,4,14
HPLMN1,dr_ggprs,4,17
HPLMN1,dr_gprs,4,16
HPLMN1,dr_gsm,4,28
HPLMN1,dr_hu,4,15
HPLMN1,dr_ip,4,15
HPLMN1,dr_ismg,4,16
HPLMN1,dr_kj,4,15
HPLMN1,dr_mms,4,16
HPLMN1,dr_pbx,4,28
HPLMN1,dr_sms,4,15
HPLMN1,dr_vc,4,13
HPLMN1,dr_wap,4,15
HPLMN1,dr_wlan,4,15
HPLMN2,dr_addvalue,4,30
HPLMN2,dr_cbs,4,32
HPLMN2,dr_ext,4,15
HPLMN2,dr_ggprs,4,18
HPLMN2,dr_gprs,4,17
HPLMN2,dr_gsm,4,29
HPLMN2,dr_hu,4,16
HPLMN2,dr_ip,4,16
HPLMN2,dr_ismg,4,17
HPLMN2,dr_kj,4,16
HPLMN2,dr_mms,4,17
HPLMN2,dr_pbx,4,29
HPLMN2,dr_sms,4,16
HPLMN2,dr_vc,4,14
HPLMN2,dr_wap,4,16
HPLMN2,dr_wlan,4,16
HPLMN3,dr_addvalue,4,31
HPLMN3,dr_cbs,4,33
HPLMN3,dr_ext,4,16
HPLMN3,dr_ggprs,4,19
HPLMN3,dr_gprs,4,18
HPLMN3,dr_gsm,4,30
HPLMN3,dr_ip,4,17
HPLMN3,dr_ismg,4,18
HPLMN3,dr_kj,4,17
HPLMN3,dr_mms,4,18
HPLMN3,dr_pbx,4,30
HPLMN3,dr_sms,4,17
HPLMN3,dr_wap,4,17
HPLMN3,dr_wlan,4,17
HPLMN4,dr_gsm,4,110
IMEI,dr_cbs,4,15
IMEI,dr_ggprs,4,16
IMEI,dr_gprs,4,126
IMEI,dr_in_gprs,4,38
IMEI,dr_in_gprs_old,4,38
IMSI,dr_addvalue,4,14
IMSI,dr_cbs,4,13
IMSI,dr_ext,4,12
IMSI,dr_ggprs,4,14
IMSI,dr_gprs,4,14
IMSI,dr_gsm,4,14
IMSI,dr_hu,4,1
IMSI,dr_in_gprs,4,55
IMSI,dr_in_gprs_old,4,55
IMSI,dr_ip,4,14
IMSI,dr_ismg,4,14
IMSI,dr_kj,4,14
IMSI,dr_mms,4,13
IMSI,dr_pbx,4,14
IMSI,dr_sms,4,14
IMSI,dr_wap,4,14
IMSI,dr_wlan,4,14
INFO_LEVEL,dr_mms,4,61
INFO_TYPE,dr_mms,4,43
INFO_TYPE,dr_sms,4,45
INPUT_TAB_NAME,dr_addvalue,4,117
INPUT_TIME,dr_addvalue,5,121
INPUT_TIME,dr_cbs,5,109
INPUT_TIME,dr_domestic,5,10
INPUT_TIME,dr_ext,5,65
INPUT_TIME,dr_ggprs,5,151
INPUT_TIME,dr_gprs,5,145
INPUT_TIME,dr_gsm,5,115
INPUT_TIME,dr_hu,5,23
INPUT_TIME,dr_ip,5,84
INPUT_TIME,dr_ismg,5,92
INPUT_TIME,dr_kj,5,89
INPUT_TIME,dr_mms,5,102
INPUT_TIME,dr_pbx,5,112
INPUT_TIME,dr_sms,5,101
INPUT_TIME,dr_vc,5,36
INPUT_TIME,dr_wap,5,85
INPUT_TIME,dr_wlan,5,93
IN_BUDGET_RES,dr_in_gprs,4,11
IN_BUDGET_RES,dr_in_gprs_old,1,11
IN_BUDGET_RES,dr_scp,4,25
IN_BUDGET_RES,dr_scp_old,4,25
IN_RELEASE_DEAL,dr_in_gprs,4,10
IN_RELEASE_DEAL,dr_in_gprs_old,1,10
IN_RELEASE_DEAL,dr_scp,4,24
IN_RELEASE_DEAL,dr_scp_old,4,24
IN_TRUNKID,dr_addvalue,4,81
IN_TRUNKID,dr_gsm,4,77
IN_TRUNKID,dr_pbx,4,77
IP_ADDRESS,dr_cbs,4,68
ISMG_ID,dr_ismg,4,52
ITEM_CODE1,dr_addvalue,4,36
ITEM_CODE1,dr_cbs,4,38
ITEM_CODE1,dr_ext,4,22
ITEM_CODE1,dr_ggprs,4,28
ITEM_CODE1,dr_gprs,4,26
ITEM_CODE1,dr_ip,4,23
ITEM_CODE1,dr_ismg,4,25
ITEM_CODE1,dr_kj,4,22
ITEM_CODE1,dr_mms,4,24
ITEM_CODE1,dr_sms,4,23
ITEM_CODE1,dr_wap,4,24
ITEM_CODE1,dr_wlan,4,24
ITEM_CODE2,dr_addvalue,4,39
ITEM_CODE2,dr_cbs,4,41
ITEM_CODE2,dr_ext,4,25
ITEM_CODE2,dr_ggprs,4,31
ITEM_CODE2,dr_gprs,4,29
ITEM_CODE2,dr_ip,4,26
ITEM_CODE2,dr_ismg,4,28
ITEM_CODE2,dr_kj,4,25
ITEM_CODE2,dr_mms,4,27
ITEM_CODE2,dr_sms,4,26
ITEM_CODE2,dr_wap,4,27
ITEM_CODE2,dr_wlan,4,27
ITEM_CODE3,dr_addvalue,4,42
ITEM_CODE3,dr_cbs,4,44
ITEM_CODE3,dr_ext,4,28
ITEM_CODE3,dr_ggprs,4,34
ITEM_CODE3,dr_gprs,4,32
ITEM_CODE3,dr_ip,4,29
ITEM_CODE3,dr_ismg,4,31
ITEM_CODE3,dr_kj,4,28
ITEM_CODE3,dr_mms,4,30
ITEM_CODE3,dr_sms,4,29
ITEM_CODE3,dr_wap,4,30
ITEM_CODE3,dr_wlan,4,30
ITEM_CODE4,dr_addvalue,4,45
ITEM_CODE4,dr_cbs,4,47
ITEM_CODE4,dr_ext,4,31
ITEM_CODE4,dr_ggprs,4,37
ITEM_CODE4,dr_gprs,4,35
ITEM_CODE4,dr_ip,4,32
ITEM_CODE4,dr_ismg,4,34
ITEM_CODE4,dr_kj,4,31
ITEM_CODE4,dr_mms,4,33
ITEM_CODE4,dr_sms,4,32
ITEM_CODE4,dr_wap,4,33
ITEM_CODE4,dr_wlan,4,33
ITem_code1,dr_gsm,4,35
ITem_code1,dr_pbx,4,35
ITem_code2,dr_gsm,4,38
ITem_code2,dr_pbx,4,38
ITem_code3,dr_gsm,4,41
ITem_code3,dr_pbx,4,41
ITem_code4,dr_gsm,4,44
ITem_code4,dr_pbx,4,44
LAC_ID,dr_addvalue,4,75
LAC_ID,dr_cbs,4,64
LAC_ID,dr_ggprs,4,47
LAC_ID,dr_gprs,4,45
LAC_ID,dr_gsm,4,71
LAC_ID,dr_in_gprs,4,39
LAC_ID,dr_in_gprs_old,4,39
LAC_ID,dr_pbx,4,71
LAC_ID,dr_scp,4,14
LAC_ID,dr_scp_old,4,14
LAST_TIME,dr_hu,5,9
LATE_LINK,dr_addvalue,4,120
LATE_LINK,dr_cbs,4,108
LATE_LINK,dr_domestic,1,9
LATE_LINK,dr_ext,4,64
LATE_LINK,dr_ggprs,4,150
LATE_LINK,dr_gprs,4,144
LATE_LINK,dr_gsm,4,114
LATE_LINK,dr_hu,4,22
LATE_LINK,dr_ip,4,83
LATE_LINK,dr_ismg,4,91
LATE_LINK,dr_kj,4,88
LATE_LINK,dr_mms,4,101
LATE_LINK,dr_pbx,4,111
LATE_LINK,dr_sms,4,100
LATE_LINK,dr_vc,4,35
LATE_LINK,dr_wap,4,84
LATE_LINK,dr_wlan,4,92
LIMIT_FEE,dr_hu,4,14
LOCAL_REC_SEQ_NO,dr_ggprs,4,64
LOCAL_REC_SEQ_NO,dr_gprs,4,138
MAIN_NOCLEAR_FLAG,dr_ggprs,1,143
MAIN_NOCLEAR_FLAG,dr_wlan,1,89
MCAS_BACKUP_DATE,dr_cbs,4,103
MCAS_BACKUP_DATE,dr_ismg,4,82
MCAS_BACKUP_DATE,dr_kj,4,83
MCAS_BACKUP_DATE,dr_mms,4,96
MCAS_BACKUP_DATE,dr_wap,4,79
MCAS_FLAG,dr_cbs,1,102
MCAS_FLAG,dr_ismg,1,81
MCAS_FLAG,dr_kj,1,82
MCAS_FLAG,dr_mms,1,95
MCAS_FLAG,dr_wap,1,78
MESSAGE_LENGTH,dr_ismg,4,51
MESSAGE_LENGTH,dr_scp,4,23
MESSAGE_LENGTH,dr_scp_old,4,23
MESSAGE_LENGTH,dr_sms,4,52
MESSAGE_LENGTH,dr_wap,4,51
MESSAGE_TYPE,dr_sms,4,43
MISC_ID,dr_wap,4,43
MM_CLASS,dr_mms,4,60
MM_LENGTH,dr_mms,4,47
MM_SEQ,dr_mms,4,38
MM_TYPE,dr_mms,4,42
MNS_TYPE,dr_addvalue,4,102
MNS_TYPE,dr_ggprs,4,125
MNS_TYPE,dr_gprs,4,122
MNS_TYPE,dr_gsm,4,96
MNS_TYPE,dr_in_gprs,1,44
MNS_TYPE,dr_in_gprs_old,1,44
MNS_TYPE,dr_pbx,4,96
MOBILE_ADDRESS,dr_mms,4,50
MOC_BILL_TYPE,dr_sms,4,61
MOC_ID,dr_addvalue,4,84
MOC_ID,dr_gsm,4,80
MOC_ID,dr_ip,4,52
MOC_ID,dr_pbx,4,80
MODIFICATION_IND,dr_addvalue,4,64
MODIFICATION_IND,dr_gsm,4,63
MODIFICATION_IND,dr_pbx,4,63
MONITOR_CDR,dr_addvalue,4,105
MONITOR_CDR,dr_cbs,4,94
MONITOR_CDR,dr_ggprs,4,127
MONITOR_CDR,dr_gprs,4,124
MONITOR_CDR,dr_gsm,4,101
MONITOR_CDR,dr_in_gprs,4,37
MONITOR_CDR,dr_in_gprs_old,4,37
MONITOR_CDR,dr_ip,4,73
MONITOR_CDR,dr_ismg,4,72
MONITOR_CDR,dr_kj,4,74
MONITOR_CDR,dr_mms,4,86
MONITOR_CDR,dr_pbx,4,101
MONITOR_CDR,dr_sms,4,85
MONITOR_CDR,dr_wap,4,70
MONITOR_CDR,dr_wlan,4,70
MSC_ID,dr_addvalue,4,70
MSC_ID,dr_gsm,4,69
MSC_ID,dr_ip,4,47
MSC_ID,dr_pbx,4,69
MSC_ID,dr_scp,4,13
MSC_ID,dr_scp_old,4,13
MSG_SRC_TYPE,dr_ismg,4,88
MSG_SRC_TYPE,dr_sms,4,97
MSNC,dr_ggprs,4,46
MSNC,dr_gprs,4,44
MSRN,dr_addvalue,4,69
MSRN,dr_gsm,4,68
MSRN,dr_ip,4,46
MSRN,dr_pbx,4,68
MSRN,dr_scp,4,12
MSRN,dr_scp_old,4,12
MTC_BILL_TYPE,dr_sms,4,62
MTC_ID,dr_addvalue,4,85
MTC_ID,dr_gsm,4,81
MTC_ID,dr_ip,4,53
MTC_ID,dr_pbx,4,81
NETCALL_FLAG,dr_addvalue,4,61
NETCALL_FLAG,dr_gsm,4,60
NETCALL_FLAG,dr_ip,4,44
NETCALL_FLAG,dr_pbx,4,60
NET_FLAG,dr_domestic,1,6
NOCLEAR_FLAG,dr_ggprs,1,142
NOCLEAR_FLAG,dr_wlan,1,88
NOCLEAR_GROUP_LIST,dr_ggprs,4,144
NOTIFY_TYPE,dr_in_gprs,1,8
NOTIFY_TYPE,dr_in_gprs_old,1,8
NOTIFY_TYPE,dr_scp,4,19
NOTIFY_TYPE,dr_scp_old,4,19
OCTETS1,dr_in_gprs,2,20
OCTETS1,dr_in_gprs_old,2,20
OCTETS2,dr_in_gprs,2,21
OCTETS2,dr_in_gprs_old,2,21
ONLINE_DURATION,dr_kj,4,49
OPERATOR_CODE,dr_addvalue,4,72
OPERATOR_CODE,dr_cbs,4,62
OPERATOR_CODE,dr_ismg,4,47
OPER_CODE,dr_kj,4,42
OPER_CODE,dr_mms,4,56
OPER_ID,dr_wlan,4,80
OPP_ACCESS_TYPE,dr_addvalue,4,26
OPP_ACCESS_TYPE,dr_gsm,4,25
OPP_ACCESS_TYPE,dr_pbx,4,25
OPP_AREACODE,dr_ip,4,42
OPP_CONDITION_ID,dr_addvalue,4,59
OPP_CONDITION_ID,dr_gsm,4,58
OPP_CONDITION_ID,dr_pbx,4,58
OPP_GATEWAY,dr_sms,4,66
OPP_HOME_AREACODE,dr_addvalue,4,66
OPP_HOME_AREACODE,dr_gsm,4,65
OPP_HOME_AREACODE,dr_pbx,4,65
OPP_HOME_AREACODE,dr_sms,4,96
OPP_HPLMN,dr_ip,4,51
OPP_IP_ADDRESS,dr_cbs,4,69
OPP_NOACCESS_NUMBER,dr_gsm,4,89
OPP_NOACCESS_NUMBER,dr_pbx,4,89
OPP_NUMBER,dr_addvalue,4,17
OPP_NUMBER,dr_cbs,4,17
OPP_NUMBER,dr_gsm,4,17
OPP_NUMBER,dr_ip,4,40
OPP_NUMBER,dr_ismg,4,41
OPP_NUMBER,dr_kj,4,56
OPP_NUMBER,dr_pbx,4,17
OPP_NUMBER,dr_scp,4,5
OPP_NUMBER,dr_scp_old,4,5
OPP_NUMBER,dr_sms,4,49
OPP_NUMBER,dr_vc,4,9
OPP_NUMBER_TYPE,dr_addvalue,4,27
OPP_NUMBER_TYPE,dr_gsm,4,26
OPP_NUMBER_TYPE,dr_pbx,4,26
OPP_PLAN_ID,dr_addvalue,4,19
OPP_PLAN_ID,dr_gsm,4,87
OPP_PLAN_ID,dr_pbx,4,87
OPP_PORT,dr_cbs,4,71
OPP_PROPERTY,dr_addvalue,4,104
OPP_PROPERTY,dr_gsm,4,98
OPP_PROPERTY,dr_pbx,4,98
OPP_RATE_PROD_ID,dr_addvalue,4,10
OPP_RATE_PROD_ID,dr_gsm,4,10
OPP_RATE_PROD_ID,dr_pbx,4,10
OPP_RESOURSE_AREACODE,dr_gsm,4,111
OPP_ROAM_AREACODE,dr_addvalue,4,65
OPP_ROAM_AREACODE,dr_gsm,4,64
OPP_ROAM_AREACODE,dr_pbx,4,64
OPP_TYPE,dr_ip,4,41
OPP_TYPE,dr_ismg,4,42
OPP_TYPE,dr_kj,4,57
OPP_TYPE,dr_sms,4,51
OPP_USER_NUMBER,dr_addvalue,4,18
OPP_USER_NUMBER,dr_gsm,4,18
OPP_USER_NUMBER,dr_pbx,4,18
OPP_USER_TYPE,dr_sms,4,63
ORIGINAL_FILE,dr_addvalue,4,93
ORIGINAL_FILE,dr_cbs,4,81
ORIGINAL_FILE,dr_ext,4,42
ORIGINAL_FILE,dr_ggprs,4,118
ORIGINAL_FILE,dr_gprs,4,113
ORIGINAL_FILE,dr_gsm,4,84
ORIGINAL_FILE,dr_hu,4,17
ORIGINAL_FILE,dr_ip,4,64
ORIGINAL_FILE,dr_ismg,4,62
ORIGINAL_FILE,dr_kj,4,65
ORIGINAL_FILE,dr_mms,4,70
ORIGINAL_FILE,dr_pbx,4,84
ORIGINAL_FILE,dr_sms,4,75
ORIGINAL_FILE,dr_vc,4,22
ORIGINAL_FILE,dr_wap,4,61
ORIGINAL_FILE,dr_wlan,4,61
ORIGIN_HOST,dr_in_gprs,4,31
ORIGIN_HOST,dr_in_gprs_old,4,31
ORIGIN_REALM,dr_in_gprs,4,32
ORIGIN_REALM,dr_in_gprs_old,4,32
ORI_BASIC_CHARGE,dr_addvalue,4,52
ORI_BASIC_CHARGE,dr_cbs,4,52
ORI_BASIC_CHARGE,dr_ext,4,35
ORI_BASIC_CHARGE,dr_ggprs,4,111
ORI_BASIC_CHARGE,dr_gprs,4,106
ORI_BASIC_CHARGE,dr_ip,4,57
ORI_BASIC_CHARGE,dr_ismg,4,55
ORI_BASIC_CHARGE,dr_kj,4,58
ORI_BASIC_CHARGE,dr_mms,4,72
ORI_BASIC_CHARGE,dr_sms,4,68
ORI_BASIC_CHARGE,dr_wap,4,54
ORI_BASIC_CHARGE,dr_wlan,4,54
ORI_OTHER_CHARGE,dr_addvalue,4,54
ORI_OTHER_CHARGE,dr_cbs,4,54
ORI_OTHER_CHARGE,dr_ext,4,37
ORI_OTHER_CHARGE,dr_ggprs,4,113
ORI_OTHER_CHARGE,dr_gprs,4,108
ORI_OTHER_CHARGE,dr_gsm,4,53
ORI_OTHER_CHARGE,dr_ip,4,59
ORI_OTHER_CHARGE,dr_ismg,4,57
ORI_OTHER_CHARGE,dr_kj,4,60
ORI_OTHER_CHARGE,dr_mms,4,74
ORI_OTHER_CHARGE,dr_pbx,4,53
ORI_OTHER_CHARGE,dr_sms,4,70
ORI_OTHER_CHARGE,dr_wap,4,56
ORI_OTHER_CHARGE,dr_wlan,4,56
ORI_TOLL_CHARGE,dr_addvalue,4,53
ORI_TOLL_CHARGE,dr_cbs,4,53
ORI_TOLL_CHARGE,dr_ext,4,36
ORI_TOLL_CHARGE,dr_ggprs,4,112
ORI_TOLL_CHARGE,dr_gprs,4,107
ORI_TOLL_CHARGE,dr_ip,4,58
ORI_TOLL_CHARGE,dr_ismg,4,56
ORI_TOLL_CHARGE,dr_kj,4,59
ORI_TOLL_CHARGE,dr_mms,4,73
ORI_TOLL_CHARGE,dr_sms,4,69
ORI_TOLL_CHARGE,dr_wap,4,55
ORI_TOLL_CHARGE,dr_wlan,4,55
OTHER_INFO1,dr_addvalue,4,86
OTHER_INFO2,dr_addvalue,4,87
OTHER_INFO3,dr_addvalue,4,88
OTHER_INFO4,dr_addvalue,4,89
OTHER_INFO5,dr_addvalue,4,90
OUT_TRUNKID,dr_addvalue,4,82
OUT_TRUNKID,dr_gsm,4,78
